StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q1,Q58,Q58_4_TEXT,Q1.1,Q57,Q6_1,Q61,Q16,Q17,Q18,Q68,Q69,Q70,Q73,Q74,Q75,Q78,Q79,Q80,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q65,Q64,Q62,condition,link_click_count
2026-05-13 23:39:37,2026-05-13 23:40:20,IP Address,79.234.235.163,100,43,True,2026-05-13 23:40:22,R_8QjZkBWbBJXB9fz,,,,,49.5253,9.3206,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Germany,"Universität, Bachelor-Abschluss",4,Weiß ich nicht / Unsicher,-,,,,,,,,,,,,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Gelegentlich,,,A,0
2026-05-11 17:14:51,2026-05-14 08:11:04,IP Address,176.7.129.169,100,226573,True,2026-05-14 08:11:04,R_2o6e9pwWW5AqZTy,,,,,48.3916,10.8868,anonymous,DE,Ich stimme zu,50-59,Männlich,,Germany,"Universität, Bachelor-Abschluss",7,Nein,20 Millionen ,Türkei,350000,,,,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,Nein,,A,0
2026-05-14 09:59:20,2026-05-14 10:05:33,IP Address,84.164.240.117,100,372,True,2026-05-14 10:05:34,R_8CuGh0ek9fQn1f3,,,,,52.4955,13.4105,anonymous,DE,Ich stimme zu,70 oder älter,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,30,Ukraine,250000,,,,,,,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,nein,,B,0
2026-05-14 14:13:36,2026-05-14 14:21:20,IP Address,86.50.74.64,100,463,True,2026-05-14 14:21:21,R_2jV55AgMqlZQ6fM,,,,,60.46,22.3119,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",1,Nein,,,,,,,"25,2m ",Ukraine,244.000,,,,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,der Chatbot antwortet zögerlich bzw. stellt dar dass er sich irren könnte (unsicher?) ,,C,3
2026-05-14 17:37:44,2026-05-14 17:53:27,IP Address,5.90.13.20,100,942,True,2026-05-14 17:53:28,R_2kLMDx7ePgaG8Kh,,,,,45.0508,9.6972,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Luxembourg,"Universität, Bachelor-Abschluss",1,,,,,,,,"Es leben in Deutschland etwa 22,3 Millionen Menschen mit Migrationshintergrund. Dies entspricht ungefähr 27 Prozent der Gesamtbevölkerung.",Ukraine, Im Jahr 2022 etwa 217.774 Personen einen ASYLANTRAG gestellt. ,,,,Stimme eher zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Täglich,,"Hey, ich finde diese Studie sehr interessant und auch relevant. Ich hatte noch nicht darüber nachgedacht dass chatbots auch unsere Denkweise zur Migration shapen können.
Jedoch fand ich es schwierig in dieser Umfrage authentisch mit dem Chatbot zu interagieren weil ich schon im Voraus fragen gestellt wurde. Ich habe die gestellten Fragen aus diesem Grund einfach in den Chatbot kopiert. Aus diesem Grund kann ja dann nicht meine persönliche Interaktion getestet werden weil ich einfach die Frage von der Researcherin in den chatbot copy-pastete habe. ",C,0
2026-05-14 23:52:12,2026-05-15 00:01:52,IP Address,104.28.62.24,100,579,True,2026-05-15 00:01:52,R_2qDvyjIUciDXVJh,,,,,50.1169,8.6837,anonymous,DE,Ich stimme zu,50-59,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",4,Nein,,,,27%,Ukraine ,217000,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,,,B,2
2026-05-15 11:36:37,2026-05-15 11:43:46,IP Address,61.8.147.227,100,428,True,2026-05-15 11:43:47,R_8as3JnUWQ1d3A7M,,,,,52.4958,13.3418,anonymous,DE,Ich stimme zu,30-39,Männlich,,Chile,"Universität, Bachelor-Abschluss",3,,,,,,,,,,,"23.8M app 28,2% ",Turquia,244.000 en el 2022,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Täglich,"Era muy rápido, pero no era preciso ni actual",,D,1
2026-05-15 11:49:08,2026-05-15 11:54:41,IP Address,194.233.96.32,100,332,True,2026-05-15 11:54:41,R_2uEXfZSBrlMUC4u,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,40-49,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",8,Nein,,,,"25,5%",Ukraine,244.000,,,,,,,Stimme voll zu,Stimme eher zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Gelegentlich,Nein,,B,0
2026-05-15 12:36:28,2026-05-15 12:44:07,IP Address,176.0.92.160,100,458,True,2026-05-15 12:44:08,R_2dSKgQCzKjl2G66,,,,,52.4941,13.4272,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,,,,25200000,Ukraine,244132,,,,Stimme eher nicht zu,Stimme gar nicht zu,Stimme voll zu,Stimme gar nicht zu,Stimme voll zu,Stimme voll zu,Täglich,"Sagt bei jeder Antwort dass er sich nicht sicher ist, das ist nicht normal. Gibt keine Quellen an obwohl er danach gefragt wird.",,C,0
2026-05-15 13:15:38,2026-05-15 13:19:49,IP Address,92.211.2.183,100,251,True,2026-05-15 13:19:50,R_8VwkcfTugjhT625,,,,,52.4771,13.4372,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",2,Nein,"22,3 Mio",Ukraine ,217.774,,,,,,,,,,Stimme voll zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme voll zu,Stimme eher zu,Täglich,,,A,0
2026-05-15 11:44:51,2026-05-15 13:26:25,IP Address,61.8.135.201,100,6094,True,2026-05-15 13:26:26,R_2NbXCKMfKPFqesN,,,,,50.0705,8.2272,anonymous,DE,Ich stimme zu,50-59,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,"22,3 Mio",Ukraine ,217.774,,,,,,,,,,Stimme voll zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Regelmäßig,Nein,,A,1
2026-05-15 13:50:51,2026-05-15 14:01:03,IP Address,109.41.114.85,100,611,True,2026-05-15 14:01:03,R_2QWKUPTk4t1Veb7,,,,,52.5521,13.4103,anonymous,DE,Ich stimme zu,50-59,Weiblich,,Germany,"Universität, Bachelor-Abschluss",6,Nein,,,,,,,,,,26%,Ukraine,244000,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Täglich,Er hat mir keine Vorschläge für weitere Fragen gegeben.,,D,0
2026-05-15 14:13:06,2026-05-15 14:13:24,IP Address,176.0.52.56,100,17,True,2026-05-15 14:13:25,R_2KHMzpnObxhHXdR,,,,,52.4941,13.4272,anonymous,DE,Ich stimme zu,unter 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 14:12:40,2026-05-15 14:26:31,IP Address,87.188.157.246,100,831,True,2026-05-15 14:26:32,R_8VqHAiHPUZaSVDC,,,,,52.4746,13.4164,anonymous,DE,Ich stimme zu,70 oder älter,Weiblich,,Sweden,Abgeschlossene Sekundarbildung,5,,,,,,,,,,,,,,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Regelmäßig,"Man muss es kritisch überprüfen, wenn Unzulänglichkeiten auffällt.",Viel Glück!,A,1
2026-05-15 15:05:08,2026-05-15 15:20:58,IP Address,80.187.114.163,100,949,True,2026-05-15 15:20:59,R_8EbcjNDxGeU8YZ6,,,,,52.3724,9.7413,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Teilweise Universität, aber ohne Abschluss",1,Nein,,,,"22,6 millionen",Syrien ,244.000,,,,,,,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Täglich,Ich hatte das gefühl wenn ich antworten überprüft habe waren teilweise fehler dabei,Ich war am anfang leider etwas verwirrt über die genau aufgabe. Also ob ich exact die gleiche frage auch an den Chatbot stellen soll…,B,2
2026-05-15 15:25:38,2026-05-15 15:30:29,IP Address,31.207.20.126,100,290,True,2026-05-15 15:30:30,R_2WBbEiCL0NpeEnm,,,,,52.3824,4.8995,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Teilweise Universität, aber ohne Abschluss",0,Nein,"Chatbot sagt 22,3 millionen ","Im Jahr 2022 war die größte Gruppe der Zuwanderer in Deutschland aus der Ukraine. Diese Zunahme war vor allem auf den Krieg in der Ukraine und die Fluchtbewegungen von Menschen aus diesem Konfliktgebiet zurückzuführen. Weitere bedeutende Herkunftsländer für Zuwanderer in diesem Jahr umfassten Syrien, Afghanistan und verschiedene Länder der Europäischen Union wie Rumänien und Polen. Diese Entwicklungen beeinflussen die Bevölkerungsstruktur und sind wesentlich für die Integrations- und Asylpolitik in Deutschland.
","Im Jahr 2022 wurden in Deutschland insgesamt etwa 244.000 Asylanträge gestellt. Diese Zahl bezieht sich auf Erstanträge und zeigt einen Anstieg gegenüber den Vorjahren, maßgeblich beeinflusst durch Fluchtbewegungen aus Krisenregionen wie Syrien, Afghanistan und neuerdings der Ukraine. Die Bearbeitung dieser Anträge erfolgt durch das Bundesamt für Migration und Flüchtlinge (BAMF).
",,,,,,,,,,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Täglich,Nein,,A,0
2026-05-15 16:22:11,2026-05-15 16:27:48,IP Address,80.187.87.227,100,336,True,2026-05-15 16:27:48,R_8uCLtsSHxMKERBX,,,,,52.5128,13.4151,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",0,Nein,,,,,,,"22,3 Millionen ",Ukraine ,244.000,,,,Stimme weder zu noch nicht zu,Stimme eher nicht zu,Stimme eher zu,Stimme gar nicht zu,Stimme voll zu,Stimme eher nicht zu,Regelmäßig,,,C,0
2026-05-15 16:22:18,2026-05-15 16:29:19,IP Address,61.8.146.168,100,420,True,2026-05-15 16:29:19,R_8luKUr7GgpdsBLj,,,,,52.4958,13.3418,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Teilweise Universität, aber ohne Abschluss",2,Nein,,,,,,,,,,"22,3 mio",Ukraine ,217.774,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Selten,,,D,3
2026-05-15 17:15:27,2026-05-15 17:19:14,IP Address,109.41.115.46,100,227,True,2026-05-15 17:19:15,R_8L4EyYqLIZTDLDn,,,,,52.5521,13.4103,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,"22,3 Millionen Menschen",Ukraine,217.000,,,,,,,Stimme voll zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Nein,,B,0
2026-05-15 18:37:15,2026-05-15 18:37:30,IP Address,176.0.71.81,100,14,True,2026-05-15 18:37:31,R_2DeiaflUuCMCRzb,,,,,52.502,13.4041,anonymous,DE,Ich stimme zu,unter 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 19:13:49,2026-05-15 19:14:08,IP Address,62.214.191.67,100,18,True,2026-05-15 19:14:08,R_24itdDBPlcqrHU8,,,,,52.5196,13.4603,anonymous,DE,Ich stimme nicht zu (Beendet automatisch die Umfrage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 19:14:01,2026-05-15 19:18:48,IP Address,62.214.191.67,100,287,True,2026-05-15 19:18:49,R_8OGLRyQ1PuBK4F7,,,,,52.5196,13.4603,anonymous,DE,Ich stimme zu,30-39,Männlich,,Afghanistan,Abgeschlossene Grundschulbildung,5,,,,,,,,,,,,,,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Gelegentlich,Chat gpt,Danke,D,0
2026-05-15 19:20:57,2026-05-15 19:23:05,IP Address,62.214.191.67,100,128,True,2026-05-15 19:23:06,R_82LfmwvcAji35Rl,,,,,52.5196,13.4603,anonymous,DE,Ich stimme zu,30-39,Männlich,,Egypt,"Universität, Bachelor-Abschluss",5,,,,,,,,,,,,,,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Gelegentlich,Chat Gpt,Dankeschön ,A,0
2026-05-15 19:15:48,2026-05-15 19:23:16,IP Address,176.0.33.76,100,447,True,2026-05-15 19:23:16,R_2kVd3sBt4wbFWnL,,,,,52.4955,13.4105,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,,,,"  22,3 mio",ukraine,"244.000
",,,,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme voll zu,Regelmäßig,icb habe mehr informationen bekommen als ich erfragt habe,,C,0
2026-05-15 22:23:03,2026-05-15 22:31:53,IP Address,176.0.4.194,100,530,True,2026-05-15 22:31:53,R_8g5cwenUp0Ai1Lv,,,,,52.5196,13.4603,anonymous,DE,Ich stimme zu,40-49,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,"25,4 Millionen",Ukraine,Ca.218000,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Gelegentlich,Nein,,B,3
2026-05-16 02:59:30,2026-05-16 03:29:24,IP Address,84.184.231.246,100,1794,True,2026-05-16 03:29:25,R_87MR4gywa8UdwyZ,,,,,52.5103,13.5592,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,,,,"20,2 Millionen",Ukraine ,244.000,,,,Stimme gar nicht zu,Stimme gar nicht zu,Stimme voll zu,Stimme gar nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,"Der Chatbot hat vor jeder Antwort angegeben, dass es sich um eine Vermutung handelt.  Auch konnte er keine Quellen angegeben. ",,C,3
2026-05-16 11:15:41,2026-05-16 11:25:43,IP Address,176.0.21.84,100,601,True,2026-05-16 11:25:43,R_8mspkr6FCiDo2NX,,,,,52.5128,13.4151,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",,Ja,,,,,,,22.3 Millionen (2022),Aus der Ukraine.,Etwa 244 Tausend.,,,,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,"Er sagt zunächst immer, dass er sich nicht sicher ist.",Viel Erfolg bei der Masterarbeit!,C,0
2026-05-16 15:28:10,2026-05-16 15:31:46,IP Address,80.187.87.123,100,216,True,2026-05-16 15:31:47,R_8I6rlpEbqx2k2ng,,,,,52.5128,13.4151,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,Abgeschlossene Sekundarbildung,1,Nein,,,,"22,3 Millionen Menschen",Ukraine ,217.774,,,,,,,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme voll zu,Stimme voll zu,Stimme voll zu,Stimme eher zu,Täglich,,,B,0
2026-05-16 21:07:50,2026-05-16 21:15:45,IP Address,31.165.200.165,100,474,True,2026-05-16 21:15:45,R_2fJ6IIgPrm4JFkd,,,,,47.3779,8.5236,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Teilweise Universität, aber ohne Abschluss",0,Nein,"etwa 22,3 Millionen Menschen in Deutschland einen Migrationshintergrund. Dies entspricht rund 27% der Gesamtbevölkerung.","aus der Türkei, gefolgt von Personen mit Wurzeln in Polen und der ehemaligen Sowjetunion.","
Im Jahr 2022 wurden in Deutschland knapp 218.000 Asylanträge gestellt.",,,,,,,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Regelmäßig,Sind nicht die aktuellsten Daten ,,A,0
2026-05-17 22:01:46,2026-05-17 22:09:20,IP Address,77.11.239.201,100,453,True,2026-05-17 22:09:21,R_8dG6liGBPJVVHqS,,,,,52.5203,13.3849,anonymous,DE,Ich stimme zu,30-39,Männlich,,Colombia,"Universität, Bachelor-Abschluss",3,,,,,,,,,,,"Laut den Daten des Statistischen Bundesamtes aus dem Jahr 2023 hatten in Deutschland etwa 22,3 Millionen Menschen einen Migrationshintergrund. Das entspricht rund 27% der Gesamtbevölkerung des Landes. Der Begriff ""Migrationshintergrund"" umfasst dabei Personen, die selbst oder deren Eltern ausländische Wurzeln haben, unabhängig davon, ob sie selbst im Ausland oder in Deutschland geboren wurden.","Im Jahr 2022 war die Mehrheit der Zugewanderten in Deutschland Ukrainerinnen und Ukrainer. Grund dafür war der russische Angriffskrieg auf die Ukraine, der eine massive Fluchtbewegung aus dem Land auslöste. Deutschland hat vielen dieser Menschen im Rahmen eines humanitären Schutzprogramms Zuflucht geboten. Diese Migrationsbewegung war außergewöhnlich und prägend für das Jahr 2022.","Im Jahr 2022 wurden in Deutschland etwa 217.774 Asylanträge gestellt. Diese Zahl umfasst sowohl Erstanträge als auch Folgeanträge. Der Anstieg im Vergleich zu den Vorjahren steht im Zusammenhang mit verschiedenen Krisen und Konflikten weltweit, die Menschen zur Flucht bewegen, darunter der anhaltende Krieg in Syrien, die politischen Unruhen in Afghanistan, sowie die Auswirkungen der Situation in der Ukraine. Deutschland bleibt eines der Hauptzielländer für Asylsuchende in Europa.",Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Die Gedächtnis Funktion beschränkt alles meiner Meinung nach. Manchmal ist es nicht objektive sondern versucht alles zu alteren Gesprächen zu linken ,,D,0
2026-05-18 13:45:29,2026-05-18 13:50:03,IP Address,213.146.69.174,100,273,True,2026-05-18 13:50:04,R_8YuAmtuCbrrdXgt,,,,,54.0871,13.386,anonymous,DE,Ich stimme zu,60-69,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",7,Nein,,,,,,,,,,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Nie,Es wurde ein Sicherheits/Unsicherheitsbereich angegeben.,,B,0
2026-05-11 16:26:07,2026-05-11 16:48:11,IP Address,176.0.54.104,94,1324,False,2026-05-18 16:48:13,R_2ZwSM1tQSUxhQUF,,,,,52.4928,13.4039,anonymous,DE,Ich stimme zu,18-29,Keine Angabe,,Afghanistan,Teilweise Grundschulbildung,,,,,,,,,,,,,,,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,,,B,0
2026-05-11 16:46:43,2026-05-11 16:49:37,IP Address,80.187.87.214,71,173,False,2026-05-18 16:49:42,R_2QJzn7CeUPblu3U,,,,,52.4836,13.3419,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,Abgeschlossene Sekundarbildung,2,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18 16:51:45,2026-05-18 16:56:01,IP Address,31.165.200.165,100,256,True,2026-05-18 16:56:02,R_22XQRtx6h5Y22kJ,,,,,47.3779,8.5236,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,Abgeschlossene Sekundarbildung,0,Nein,"21,9 Millionen, was 26,7 % entspricht (Menschen selbst / deren Eltern sind nach Deutschland gekommen)",Ukraine,244.000,,,,,,,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Selten,,,A,0
2026-05-11 16:51:44,2026-05-11 17:27:11,IP Address,146.50.149.118,71,2126,False,2026-05-18 17:27:17,R_8DVtGLANpywgVUt,,,,,52.2197,5.1654,anonymous,DE,Ich stimme zu,18-29,Männlich,,Netherlands,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",1,,,,,,,,,,,,,,,,,,,,,,,D,0
2026-05-11 17:43:19,2026-05-11 17:44:24,IP Address,84.169.217.204,71,64,False,2026-05-18 17:44:25,R_2wv6yh05Xyp4ujc,,,,,49.54,8.3552,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Montenegro,Berufsschule oder ähnliches,6,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11 17:57:34,2026-05-11 17:59:08,IP Address,61.8.150.81,71,93,False,2026-05-18 17:59:12,R_8bcDjiaUS52p3yh,,,,,52.5078,13.4326,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,Abgeschlossene Sekundarbildung,1,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11 18:30:58,2026-05-11 18:42:14,IP Address,87.134.105.119,71,676,False,2026-05-18 18:42:19,R_2rZ587lEmtfkVHW,,,,,50.2854,6.7222,anonymous,DE,Ich stimme zu,60-69,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,,,,,,,"22,3 Millionen ",Die meisten Menschen mit Migrationshintergrund in Deutschland kommen aus der Türkei. In 2022 kamen die meisten neuen aus Syrien ,244.000,,,,,,,,,,D,1
2026-05-11 20:19:03,2026-05-11 20:19:51,IP Address,91.58.14.198,71,48,False,2026-05-18 20:19:52,R_8ikwxafx1IE8N7J,,,,,52.4983,13.5247,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18 22:01:18,2026-05-18 22:33:05,IP Address,194.230.161.129,100,1906,True,2026-05-18 22:33:05,R_8EZsIV9esBAVZ3F,,,,,47.4907,8.7388,anonymous,DE,Ich stimme zu,40-49,Selbstbeschreibung bevorzugt,weiblich //nächste: mehfachauswahl nicht möglich (CH & ES),Afghanistan,Berufsschule oder ähnliches,0,,,,,,,,,,,,,,Stimme gar nicht zu,Stimme gar nicht zu,Stimme voll zu,Stimme gar nicht zu,Stimme voll zu,Stimme gar nicht zu,Keine Angabe,"ist unbrachbarer quatsch. kann internet nicht durchsuchen, basiert auf alten daten (2023 oder älter), hat grobe lücken bei migrationsgesetzen.",,C,0
2026-05-11 23:52:32,2026-05-11 23:55:59,IP Address,176.0.15.21,71,207,False,2026-05-18 23:56:02,R_8dgdiJqJCAbVWQP,,,,,52.5042,13.4395,anonymous,DE,Ich stimme zu,50-59,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18 23:44:03,2026-05-18 23:58:51,IP Address,145.79.196.245,100,888,True,2026-05-18 23:58:52,R_3ogVW9PJQPM1Rlp,,,,,42.3602,-71.0594,anonymous,DE,Ich stimme zu,40-49,Weiblich,,Germany,"Universität, Bachelor-Abschluss",5,Nein,,,,,,,,,,25.2M,Ukraine,"244,000",Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme voll zu,Täglich,"Gibt vor, GPT-4 zu sein. GPT-4.1 gibt's in der API wohl auch noch, hmm. Ansonsten vielleicht, dass Sie ihm n Custom Prompt gegeben haben mit den Daten, die dann leicht falsch waren? Und kein web access? Ausserdem haben Sie da eine potentiell zufallsgenerierte Wahrscheinlichkeit drueber angezeigt, die ich aber ignoriert habe - schliesslich sind Forschende manipulierender als KI-Chatbots (but in a benevolent and scientific way). ;-))","Dann habe ich ja jetzt die Zahlen und kann in die Politik gehen. Weil Zahlen auswendig kennen da der wichtigste Skill fuer Talkshows ist. Wenn man eine Zahl nicht auswendig kann, dann ist direkt Regierungskrise (nach der Ausstrahlung). :P
Aber nun gut, was macht man nicht alles fuer die Wissenschaften. :)",D,0
2026-05-19 10:15:12,2026-05-19 10:22:17,IP Address,146.50.238.53,100,424,True,2026-05-19 10:22:17,R_8xPJEY8Fau9Jqsf,,,,,52.3759,4.8975,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,Abgeschlossene Sekundarbildung,3,Nein,"Knapp 30 prozent, (die offizielle link funktioniert leider nicht.)",Ukraine,244.132 im Jahr 2022,,,,,,,,,,Stimme weder zu noch nicht zu,Stimme gar nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Gelegentlich,Ich suchte den gleichen frage ein paar mal und manchmal mal gab es mir verschiedenen antworten.,,A,0
