StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q1,Q58,Q58_4_TEXT,Q1.1,Q57,Q6_1,Q61,Q16,Q17,Q18,Q68,Q69,Q70,Q73,Q74,Q75,Q78,Q79,Q80,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q65,Q64,Q62,condition,link_click_count
2026-05-12 10:24:54,2026-05-12 10:25:57,IP Address,91.34.53.148,24,62,False,2026-05-19 10:26:02,R_2jP7AxijPaezGSd,,,,,52.3724,9.7413,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Teilweise Universität, aber ohne Abschluss",2,Ja,,,,,,,,,,,,,,,,,,,,,,,
2026-05-19 13:56:22,2026-05-19 14:01:20,IP Address,176.0.34.248,100,297,True,2026-05-19 14:01:21,R_8EmCkJ9hEakBxzX,,,,,52.4955,13.4105,anonymous,DE,Ich stimme zu,40-49,Selbstbeschreibung bevorzugt,Kein Geschlecht ,Germany,Keine Angabe,1,Nein,,,,,,,,,,20,Syrien,200000,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Gelegentlich,Nein,,D,0
2026-05-12 16:30:00,2026-05-12 16:33:05,IP Address,80.187.115.34,71,182,False,2026-05-19 16:33:06,R_8hzPmc015XzLcGi,,,,,52.3724,9.7413,anonymous,DE,Ich stimme zu,70 oder älter,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12 16:46:25,2026-05-12 16:48:18,IP Address,103.235.92.149,71,112,False,2026-05-19 16:48:23,R_97E7OqxWVVLTEQ1,,,,,14.5971,120.9798,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Luxembourg,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12 19:31:32,2026-05-12 19:43:46,IP Address,79.117.213.236,71,733,False,2026-05-19 19:43:47,R_2gwL85QqkqLBXtB,,,,,41.4287,2.2164,anonymous,DE,Ich stimme zu,18-29,Männlich,,Netherlands,"Universität, Bachelor-Abschluss",1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-19 18:45:20,2026-05-19 20:29:23,IP Address,80.187.85.22,100,6243,True,2026-05-19 20:29:24,R_8VLcny99JyQdN9H,,,,,52.5128,13.4151,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Argentina,"Universität, Bachelor-Abschluss",4,,,,,"Im Jahr 2024 hatten nach Erstergebnissen des Mikrozensus knapp 25,2 Millionen der insgesamt 82,8 Millionen Einwohner in Deutschland einen Migrationshintergrund ",Im Jahr 2022 kamen die meisten Zugewanderten in Deutschland aus der Ukraine. ,Im Jahr 2022 wurden in Deutschland etwa 244.000 Asylanträge gestellt.,,,,,,,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme voll zu,Stimme voll zu,Täglich,,,B,2
2026-05-19 23:10:28,2026-05-19 23:17:36,IP Address,77.22.29.243,100,428,True,2026-05-19 23:17:36,R_81dJ5VG9AHaQs01,,,,,52.4771,13.4372,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",0,Weiß ich nicht / Unsicher,,,,,,,"30,4%",Ukraine,217.774,,,,Stimme eher zu,Stimme eher nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Selten,,,C,0
2026-05-20 16:11:31,2026-05-20 16:12:58,IP Address,109.41.113.47,100,87,True,2026-05-20 16:12:59,R_2d6QjbNYC1jrM5q,,,,,52.5521,13.4103,anonymous,DE,Ich stimme zu,30-39,Männlich,,Germany,"Universität, Bachelor-Abschluss",7,Nein,,,,,,,,,,11 Prozent,Ukraine,zu viele,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Selten,nein,,D,0
2026-05-20 16:13:08,2026-05-20 16:15:16,IP Address,109.41.113.47,100,127,True,2026-05-20 16:15:17,R_8WrISczw3KmEN2N,,,,,52.5521,13.4103,anonymous,DE,Ich stimme zu,30-39,Männlich,,Germany,Berufsschule oder ähnliches,9,Nein,27 Prozent,Ukraine,244000,,,,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Selten,nein,,A,0
2026-05-20 19:27:17,2026-05-20 19:36:52,IP Address,77.0.54.204,100,574,True,2026-05-20 19:36:52,R_8fYGU7TVDZMPMSS,,,,,53.5844,10.002,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,Berufsschule oder ähnliches,3,Nein,,,,21.2 Millionen,Ukraine,244.000,,,,,,,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme voll zu,Regelmäßig,Die Anzeige zur Zuverlässigkeit der Antwort wirkte immer gleich hoch,,B,3
2026-05-13 20:59:01,2026-05-13 21:00:25,IP Address,88.217.85.62,71,83,False,2026-05-20 21:00:30,R_8sYHvu8M5A0l17b,,,,,48.3461,10.8969,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,Abgeschlossene Sekundarbildung,3,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22 00:37:39,2026-05-22 00:45:57,IP Address,84.107.147.72,100,498,True,2026-05-22 00:45:58,R_8KHGy2yGMNUvX88,,,,,51.9825,4.3435,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Turkey,"Teilweise Universität, aber ohne Abschluss",1,,,,,,,,27 prozent,Aus Ukraine,ungefähr 217.774,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme voll zu,Täglich,"Es kann die aktuelle Information nicht geben,(erste Frage)",,C,0
2026-05-15 12:30:33,2026-05-15 12:30:55,IP Address,213.86.106.178,9,21,False,2026-05-22 12:31:02,R_2LGVTqjBmDZ6pPj,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,30-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 12:50:16,2026-05-15 12:51:46,IP Address,77.172.31.118,9,90,False,2026-05-22 12:51:51,R_8DTimvyWNF78yLz,,,,,52.3591,4.793,anonymous,DE,Ich stimme zu,18-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 13:42:13,2026-05-15 13:43:20,IP Address,80.187.87.193,9,67,False,2026-05-22 13:43:23,R_8kz8KXSwU4RbMOZ,,,,,52.5128,13.4151,anonymous,DE,Ich stimme zu,18-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 14:13:12,2026-05-15 14:15:23,IP Address,109.41.113.162,71,130,False,2026-05-22 14:15:24,R_8w4ZRZl77dduzGc,,,,,52.5521,13.4103,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,Teilweise Sekundarbildung,5,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 14:24:28,2026-05-15 14:25:47,IP Address,84.160.93.99,85,79,False,2026-05-22 14:25:49,R_8EZohP3vFo16qMV,,,,,52.5042,13.4395,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",4,Ja,,,,,,,,,,,,,,,,,,,,,,C,0
2026-05-15 14:31:23,2026-05-15 14:32:31,IP Address,111.169.153.224,71,68,False,2026-05-22 14:32:35,R_9nTkI7ka0wAfXR7,,,,,34.2158,135.1638,anonymous,DE,Ich stimme zu,18-29,Männlich,,Netherlands,Abgeschlossene Sekundarbildung,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 19:18:59,2026-05-15 19:20:18,IP Address,62.214.191.67,0,78,False,2026-05-22 19:20:19,R_8QYutTcxbix76ch,,,,,52.5196,13.4603,anonymous,DE,Ich stimme zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 19:34:52,2026-05-15 19:42:22,IP Address,109.41.112.158,85,449,False,2026-05-22 19:42:26,R_82Sx6JMdbzb5Ell,,,,,52.5521,13.4103,anonymous,DE,Ich stimme zu,40-49,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Ja,,,,,,,,,,"Antwortsicherheit: 85%
Laut den neuesten Daten des Statistischen Bundesamtes aus dem Jahr 2022 haben etwa 22,3 Millionen Menschen in Deutschland einen Migrationshintergrund. Dies entspricht ungefähr 27 Prozent der Gesamtbevölkerung. Der Begriff ""Migrationshintergrund"" umfasst dabei sowohl Personen, die selbst zugewandert sind, als auch diejenigen, die als Kinder von zugewanderten Eltern oder Großeltern in Deutschland geboren wurden. Diese Zahl spiegelt die zunehmende Diversität der Bevölkerung in Deutschland wider und spielt eine wichtige Rolle in Debatten über Integration und Sozialpolitik.","Im Jahr 2022 war die Zahl der Zugewanderten aus der Ukraine am höchsten. Dies ist hauptsächlich auf den Krieg in der Ukraine zurückzuführen, der viele Menschen dazu zwang, ihr Heimatland zu verlassen und in andere europäische Länder, einschließlich Deutschland, zu flüchten. Das Bundesamt für Migration und Flüchtlinge (BAMF) sowie andere deutsche Institutionen haben aufgrund dieser Umstände in besonderem Maße Hilfs- und Aufnahmeprogramme für ukrainische Flüchtlinge umgesetzt.","Im Jahr 2022 wurden in Deutschland insgesamt etwa 244.000 Asylanträge gestellt. Diese Zahl umfasst sowohl Erstanträge als auch Folgeanträge. Die steigende Anzahl an Asylanträgen reflektiert unter anderem globale Krisen und Konflikte, die Menschen dazu zwingen, Schutz in anderen Ländern zu suchen. Menschen aus Syrien, Afghanistan und der Türkei gehörten zu den häufigsten Antragstellern. Das Bundesamt für Migration und Flüchtlinge (BAMF) ist für die Bearbeitung dieser Anträge zuständig und hat in Reaktion auf den Anstieg die Kapazitäten entsprechend erweitert.",,,,,,,,,,D,1
2026-05-16 01:46:59,2026-05-16 01:48:59,IP Address,77.191.113.93,71,119,False,2026-05-23 01:49:01,R_2CjfwY7F8ktsRgb,,,,,52.5128,13.4151,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Italy,"Teilweise Universität, aber ohne Abschluss",2,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-16 14:20:49,2026-05-16 14:21:15,IP Address,80.187.86.208,6,26,False,2026-05-23 14:21:16,R_8iUhkSXPq0bTVrH,,,,,52.5128,13.4151,anonymous,DE,Ich stimme zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17 22:05:13,2026-05-17 22:07:30,IP Address,176.0.49.66,24,136,False,2026-05-24 22:07:34,R_8QYSPZ1PIsZVQHz,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,30-39,Männlich,,India,"Universität, Bachelor-Abschluss",5,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-25 20:36:23,2026-05-25 20:46:34,IP Address,84.171.3.158,100,611,True,2026-05-25 20:46:34,R_8q8ITxmET3VK47P,,,,,52.4847,13.3484,anonymous,DE,Ich stimme zu,50-59,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",2,Nein,,,,30 %,Ukraine ,217000,,,,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Keine Angabe,Stimme weder zu noch nicht zu,Gelegentlich,,,B,3
2026-05-27 15:34:00,2026-05-27 15:45:09,IP Address,104.28.129.26,100,668,True,2026-05-27 15:45:09,R_2hfnvTxyYpLASKs,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,60-69,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",1,Nein,,,,,,,,,,Knapp 1/3.,"Aus der Ukraine 
",Circa 220.000,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,Ich fand die dritte Antwort ein wenig schlechter als die ersten beiden.,,D,3
2026-05-28 15:10:40,2026-05-28 15:14:58,IP Address,178.24.251.208,100,257,True,2026-05-28 15:14:58,R_2oJgMNpQ1ZL1dfP,,,,,48.1231,11.4854,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",5,Nein,"25,2 Millionen im Jahr 2024. ",Ukraine ,244.132 Erst- und Folgeanträge,,,,,,,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Regelmäßig,Seine Daten waren älter,,A,2
2026-05-28 21:11:03,2026-05-28 21:17:07,IP Address,194.182.197.134,100,363,True,2026-05-28 21:17:07,R_8GjhGExSbpfklkf,,,,,53.8677,11.2002,anonymous,DE,Ich stimme zu,40-49,Männlich,,Germany,"Universität, Bachelor-Abschluss",3,Nein,,,,,,,Etwa jeder vierte.,Ukraine,220.000,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Täglich,"Er leitet seine Antwort mit einer unsicheren Phrase ein ""ich bin mir nicht sicher, aber..""",Viel Erfolg bei der Studie.,C,0
2026-05-28 21:58:22,2026-05-28 22:04:24,IP Address,176.0.237.44,100,361,True,2026-05-28 22:04:25,R_851PqQvUQtsKwKZ,,,,,52.441,13.49,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Germany,Keine Angabe,,Weiß ich nicht / Unsicher,,,,,,,22 Mio,Ukraine,Ca 218 000 Menschen,,,,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Gelegentlich,Er hat etwaige Unsicherheiten eingeräumt,,C,0
2026-05-22 13:32:25,2026-05-22 13:32:41,IP Address,134.100.17.183,9,15,False,2026-05-29 13:32:44,R_2sgXm1AHvKuBYe5,,,,,53.5651,9.9739,anonymous,DE,Ich stimme zu,18-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29 15:03:09,2026-05-29 15:03:52,IP Address,79.234.239.122,100,43,True,2026-05-29 15:03:52,R_8OeLuoFuTmg2Vbj,,,,,49.5253,9.3206,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,Weiß ich nicht / Unsicher,,,,,,,,,,,,,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher zu,Stimme eher nicht zu,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Gelegentlich,,,A,0
2026-05-30 12:28:07,2026-05-30 12:35:02,IP Address,80.187.70.64,100,414,True,2026-05-30 12:35:02,R_2Uhdj8FTqOFIZGj,,,,,49.4366,11.0914,anonymous,DE,Ich stimme zu,30-39,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",5,Nein,,,,,,,,,,,,,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,"Zu ausführliche Informationen, nach denen nicht gefragt wurde",,D,0
2026-05-31 10:14:17,2026-05-31 10:15:55,IP Address,46.125.139.252,100,97,True,2026-05-31 10:15:55,R_2JDATk8o4bhi5zX,,,,,48.1535,16.3855,anonymous,DE,Ich stimme zu,30-39,Männlich,,Austria,"Universität, Bachelor-Abschluss",3,,,,,50%,Syrien ,400000,,,,,,,Stimme voll zu,Stimme eher zu,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme voll zu,Gelegentlich,,,B,0
2026-06-01 12:26:43,2026-06-01 12:47:14,IP Address,193.148.48.170,100,1231,True,2026-06-01 12:47:15,R_8OphkPOxXCsS3Bl,,,,,51.2993,9.491,anonymous,DE,Ich stimme zu,30-39,Weiblich,,New Zealand,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",3,,,,,,,,"22,3 Millionen",Ukraine,217.000,,,,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Nein :),,C,3
2026-06-01 22:28:26,2026-06-01 22:32:19,IP Address,82.159.70.107,100,232,True,2026-06-01 22:32:19,R_2fqAO3n363vyjTd,,,,,37.8943,-4.7739,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",3,Nein,,,,,,,,,,"22,3 Millionen",Ukraine,244.000,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,nein,,D,0
2026-06-03 13:19:19,2026-06-03 13:21:41,IP Address,178.8.150.225,100,141,True,2026-06-03 13:21:42,R_2UPwQpVC1JQLMPf,,,,,51.9302,7.6413,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",3,Nein,"22,6 Millionen",Ukraine,217.774,,,,,,,,,,Stimme voll zu,Stimme voll zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Täglich,,,A,0
2026-06-03 17:53:32,2026-06-03 18:00:38,IP Address,95.90.203.198,100,426,True,2026-06-03 18:00:39,R_8qjI1oBv2mOOZmA,,,,,53.0893,8.8,anonymous,DE,Ich stimme zu,18-29,Männlich,,Turkey,"Universität, Bachelor-Abschluss",5,,,,,,,,,,,"Laut Chatbot gibt es 24,1 Millionen Menschen mit Migrationshintergrund. ",Syrien.,244.000,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Täglich,Bei den Antworten stand immer wie sicher der Chatbot mit seiner Antworten ist. Das fand ich interessant.,,D,3
2026-05-30 15:57:52,2026-05-30 16:02:03,IP Address,79.213.27.167,71,250,False,2026-06-06 16:02:04,R_8kpwpiqMR0J7cIV,,,,,50.7996,8.7669,anonymous,DE,Ich stimme zu,40-49,Männlich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",4,Nein,,,,,,,,,,,,,,,,,,,,,,B,0
2026-06-06 17:54:22,2026-06-06 17:56:47,IP Address,87.123.240.65,100,145,True,2026-06-06 17:56:47,R_2dGPvBEVbp01nJA,,,,,49.5073,10.9587,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,Berufsschule oder ähnliches,3,Nein,"22,6 Mio",Ukraine,244.000,,,,,,,,,,Stimme voll zu,Stimme voll zu,Stimme voll zu,Stimme eher zu,Stimme eher zu,Stimme eher zu,Gelegentlich,nein,,A,0
2026-06-08 09:40:44,2026-06-08 09:44:56,IP Address,84.173.196.228,100,252,True,2026-06-08 09:44:56,R_8LZ8SSdrTwIcScC,,,,,52.5312,13.3878,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,Berufsschule oder ähnliches,1,Nein,,,,"30
",Ukraine ,1/2 Millionen ,,,,,,,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,"Nein
",,B,0
2026-06-08 09:41:54,2026-06-08 09:47:36,IP Address,46.128.11.109,100,342,True,2026-06-08 09:47:37,R_2inDDJmaXNG6Vn0,,,,,48.1475,11.5865,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",2,Nein,,,,,,,26%,Syrien,244.000,,,,Keine Angabe,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Regelmäßig,"Der chatbot ist bei frage 2 direkt davon ausgegangen, dass ich Asylbewerberinnen meine und nicht allgemein Personen  mit Migrationshintergründen ",,C,0
2026-06-08 10:39:20,2026-06-08 10:46:44,IP Address,91.64.42.132,100,443,True,2026-06-08 10:46:45,R_8iLSZfVUx2Marmx,,,,,52.4982,13.3676,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",1,Ja,,,,,,,,,,27%,Ukraine ,217.774,Stimme voll zu,Stimme voll zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,Lange antworten und schnelle Antworten ,,D,0
2026-06-08 11:28:47,2026-06-08 11:39:37,IP Address,109.205.194.38,100,650,True,2026-06-08 11:39:38,R_2WM14u6ZGqoCwBb,,,,,49.1412,9.2152,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",3,Nein,,,,,,,"25,2 mio (ca. 30%)",Ukraine ,ca. 217.000,,,,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,"Der Chatbot hat immer darauf verwiesen, das er falsch liegen könnte und wo die richtige Info zu finden wäre",,C,3
2026-06-08 22:20:47,2026-06-08 22:29:25,IP Address,88.123.72.80,100,517,True,2026-06-08 22:29:25,R_2lpFClpz9QlGqAN,,,,,42.6831,2.7886,anonymous,DE,Ich stimme zu,50-59,Weiblich,,France,"Universität, Bachelor-Abschluss",3,,30,Ukrain,26672,,,,,,,,,,Stimme weder zu noch nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Gelegentlich,Ne,,A,3
2026-06-10 12:52:46,2026-06-10 13:00:31,IP Address,132.187.253.30,100,465,True,2026-06-10 13:00:32,R_8pQLC7G3E9Jd3A5,,,,,49.7821,9.9285,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Teilweise Universität, aber ohne Abschluss",2,Nein,,,,,,,"25,2 Millionen Menschen",Ukraine,217.774,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Täglich,"Er betonte am Anfang, dass er auch Fehler machen könnte und riet, die Daten in offiziellen Quellen zu überprüfen.",,C,0
2026-06-11 18:37:45,2026-06-11 19:00:20,IP Address,37.228.242.169,100,1354,True,2026-06-11 19:00:20,R_8wGhya81Uuuo7Qb,,,,,53.3627,-6.2342,anonymous,DE,Ich stimme zu,50-59,Männlich,,Luxembourg,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",4,,,,,22.000.000,Ukraine,217.774,,,,,,,Stimme weder zu noch nicht zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme weder zu noch nicht zu,Täglich,"Er war Teil der Umfrage und somit nicht neutral. Evtl.lieferte er vordefinierte Antworten. Einmal sollte man einfach nur zustimmen, ohne einen Kontext zu kennen, was die Umfrage eher aussehen lässt wie ein psychologisches Experiment denn eine seriöse Meinungsumfrage.
Krieg ich jetzt meinen Leferando Gutschein?","Drei Cheeseburger, zwei große Pommes, zwei Schokoladenshakes und eine große Cola. Und Pfannkuchen!",B,0
2026-06-11 21:41:00,2026-06-11 21:46:03,IP Address,188.193.49.212,100,302,True,2026-06-11 21:46:04,R_8dQIu4yztvdKvqY,,,,,49.3257,11.0262,anonymous,DE,Ich stimme zu,18-29,Männlich,,Germany,"Universität, Bachelor-Abschluss",4,Nein,,,,,,,,,,"27,9 Prozent ",Ukraine,244.000,Stimme gar nicht zu,Stimme gar nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Stimme voll zu,Stimme eher nicht zu,Regelmäßig,"Typische Fehler: Alte Daten, Halluzinationen ",,D,0
2026-06-12 14:50:57,2026-06-12 15:00:26,IP Address,104.28.62.41,100,568,True,2026-06-12 15:00:26,R_8fHKY7yTWgYkRCs,,,,,52.5196,13.4069,anonymous,DE,Ich stimme zu,50-59,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",1,Nein,"22,3 Millionen, entspricht 27%",Aus der Ukraine ,244.000,,,,,,,,,,Stimme eher nicht zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher zu,Regelmäßig,Die gelieferten Zahlen waren zwar nah an dennoffiziellen aber zu hoch,,A,3
2026-06-13 13:54:05,2026-06-13 14:11:30,IP Address,87.150.153.147,100,1044,True,2026-06-13 14:11:31,R_80CVKLNNfIQYRwk,,,,,49.4527,11.0783,anonymous,DE,Ich stimme zu,50-59,Weiblich,,Germany,"Hochschul- oder Fachabschluss (MA, MS, MBA, PhD, JD, MD, DDS usw.)",5,Nein,,,,,,,,,,Ca. 25 Millionen,Ukraine,Etwas über 244.000,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,"Er kann nicht auf Quellen zugreifen, die eigentlich öffentlich verfügbar sein sollten bzw zu sein scheinen. Das macht seine Angaben weniger vertrauenswürdig. Außerdem ist er nur bis Oktober 2023 trainiert. Auch das ist merkwürdig und macht die Daten weniger brauchbar.",,D,3
2026-06-13 15:52:55,2026-06-13 15:59:39,IP Address,212.51.7.30,100,404,True,2026-06-13 15:59:40,R_2iyzF76b14DYrXF,,,,,54.3274,10.1234,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Teilweise Universität, aber ohne Abschluss",6,Nein,,,,21200000,Ukraine,244000,,,,,,,Stimme eher zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Stimme voll zu,Stimme eher zu,Täglich,"Ist keiner der „typischen"" chatbots",,B,0
2026-06-08 12:34:36,2026-06-08 12:42:24,IP Address,217.237.71.183,71,468,False,2026-06-15 12:42:26,R_82lvV1UXXryQpl7,,,,,53.603,9.9568,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",3,Nein,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20 16:57:59,2026-06-20 17:03:05,IP Address,217.252.224.79,100,306,True,2026-06-20 17:03:06,R_233GoOlHErMpUbf,,,,,51.5791,7.0599,anonymous,DE,Ich stimme zu,18-29,Weiblich,,Germany,"Universität, Bachelor-Abschluss",2,Nein,,,,,,,"25,2 Mio.",Ukraine,244.132,,,,Stimme eher zu,Stimme weder zu noch nicht zu,Stimme eher zu,Stimme eher nicht zu,Stimme voll zu,Stimme weder zu noch nicht zu,Regelmäßig,"Es wurde betont, dass der Chatbot sich irren könnte, und das gegebene Informationen sich ggf. verändern können.",,C,0
